t_ns,t_s,linear_x,linear_y,linear_z,angular_x,angular_y,angular_z
1772565781121919017,179.082552832,0.6216347217559814,0.0,0.0,0.0,0.0,-1.0
1772565781130347431,179.090981376,0.6192253828048706,0.0,0.0,0.0,0.0,-1.0
1772565781137719564,179.098353408,0.6169123649597168,0.0,0.0,0.0,0.0,-1.0
1772565781146194841,179.1068288,0.6154346466064453,0.0,0.0,0.0,0.0,-1.0
1772565781161902847,179.122536704,0.6128968000411987,0.0,0.0,0.0,0.0,-1.0
1772565781169645656,179.130279424,0.6114511489868164,0.0,0.0,0.0,0.0,-1.0
1772565781177284586,179.137918464,0.6097164154052734,0.0,0.0,0.0,0.0,-1.0
1772565781185688012,179.14632192,0.6077568531036377,0.0,0.0,0.0,0.0,-1.0
1772565781193993871,179.15462784,0.60541170835495,0.0,0.0,0.0,0.0,-1.0
1772565781201453887,179.16208768,0.6029381155967712,0.0,0.0,0.0,0.0,-1.0
1772565781210165363,179.170799104,0.5994043946266174,0.0,0.0,0.0,0.0,-1.0
1772565781217534972,179.178168832,0.5955815315246582,0.0,0.0,0.0,0.0,-1.0
1772565781225135315,179.185769216,0.5925297141075134,0.0,0.0,0.0,0.0,-1.0
1772565781233771675,179.194405632,0.5887068510055542,0.0,0.0,0.0,0.0,-1.0
1772565781242129762,179.20276352,0.5850767493247986,0.0,0.0,0.0,0.0,-1.0
1772565781249668650,179.210302464,0.580225944519043,0.0,0.0,0.0,0.0,-1.0
1772565781250116625,179.210750464,0.580225944519043,0.0,0.0,0.0,0.0,-1.0
1772565781257408559,179.218042368,0.5741864442825317,0.0,0.0,0.0,0.0,-1.0
1772565781266068213,179.22670208,0.5659946799278259,0.0,0.0,0.0,0.0,-1.0
1772565781273881294,179.2345152,0.5547188520431519,0.0,0.0,0.0,0.0,-1.0
1772565781274316956,179.234950912,0.5547188520431519,0.0,0.0,0.0,0.0,-1.0
1772565781281286699,179.241920512,0.5399736166000366,0.0,0.0,0.0,0.0,-1.0
1772565781281708653,179.2423424,0.5399736166000366,0.0,0.0,0.0,0.0,-1.0
1772565781290040367,179.250674176,0.5236220955848694,0.0,0.0,0.0,0.0,-1.0
1772565781290387751,179.251021568,0.5236220955848694,0.0,0.0,0.0,0.0,-1.0
1772565781297391166,179.25802496,0.501584529876709,0.0,0.0,0.0,0.0,-1.0
1772565781305888119,179.266521856,0.4809604585170746,0.0,0.0,0.0,0.0,-1.0
1772565781313402103,179.274035968,0.45844101905822754,0.0,0.0,0.0,0.0,-1.0
1772565781322104313,179.282738176,0.43437957763671875,0.0,0.0,0.0,0.0,-1.0
1772565781329469205,179.29010304,0.4054030478000641,0.0,0.0,0.0,0.0,-1.0
1772565781337924698,179.298558464,0.3746596574783325,0.0,0.0,0.0,0.0,-1.0
1772565781345344219,179.305978112,0.34189242124557495,0.0,0.0,0.0,0.0,-1.0
1772565781353215882,179.313849856,0.3065873384475708,0.0,0.0,0.0,0.0,-1.0
1772565781361718305,179.322352128,0.26961174607276917,0.0,0.0,0.0,0.0,-1.0
1772565781370097508,179.330731264,0.2318972945213318,0.0,0.0,0.0,0.0,-1.0
1772565781378059074,179.338692864,0.19456835091114044,0.0,0.0,0.0,0.0,-1.0
1772565781385410314,179.34604416,0.15781763195991516,0.0,0.0,0.0,0.0,-1.0
1772565781393910825,179.35454464,0.12652812898159027,0.0,0.0,0.0,0.0,-1.0
1772565781401871856,179.362505728,0.09819410741329193,0.0,0.0,0.0,0.0,-1.0
1772565781409307743,179.369941504,0.07349017262458801,0.0,0.0,0.0,0.0,-1.0
1772565781417533572,179.378167552,0.0519665963947773,0.0,0.0,0.0,0.0,-1.0
1772565781425985758,179.386619648,0.03282024711370468,0.0,0.0,0.0,0.0,-1.0
1772565781433559390,179.394193152,0.014669765718281269,0.0,0.0,0.0,0.0,-1.0
1772565781442102696,179.40273664,-0.0,0.0,0.0,0.0,0.0,-1.0
1772565781497650237,179.458284032,-0.0,0.0,0.0,0.0,0.0,-1.0
1772565781561918756,179.522552576,-0.0,0.0,0.0,0.0,0.0,-1.0
1772565781649545950,179.61017984,-0.0,0.0,0.0,0.0,0.0,-1.0
1772565781665611385,179.62624512,-0.0,0.0,0.0,0.0,0.0,-1.0
1772565781697857475,179.658491392,-0.0,0.0,0.0,0.0,0.0,-1.0
1772565781714130928,179.6747648,-0.0,0.0,0.0,0.0,0.0,-1.0
1772565781721244082,179.681878016,-0.0,0.0,0.0,0.0,0.0,-1.0
1772565781738639140,179.69927296,-0.0008239997550845146,0.0,0.0,0.0,0.0,-1.0
1772565781745758413,179.70639232,-0.0025908607058227062,0.0,0.0,0.0,0.0,-1.0
1772565781753275819,179.71390976,-0.004164973273873329,0.0,0.0,0.0,0.0,-1.0
1772565781761340775,179.721974528,-0.006060333456844091,0.0,0.0,0.0,0.0,-1.0
1772565781777552539,179.738186496,-0.007923568598926067,0.0,0.0,0.0,0.0,-1.0
1772565781794072323,179.754706176,-0.012003411538898945,0.0,0.0,0.0,0.0,-1.0
1772565781801529855,179.762163712,-0.01695062220096588,0.0,0.0,0.0,0.0,-1.0
1772565781810196563,179.770830336,-0.021672960370779037,0.0,0.0,0.0,0.0,-1.0
1772565781817574046,179.778208,-0.02642742171883583,0.0,0.0,0.0,0.0,-1.0
1772565781826360961,179.786994944,-0.030700013041496277,0.0,0.0,0.0,0.0,-1.0
1772565781829284551,179.789918464,-0.030700013041496277,0.0,0.0,0.0,0.0,-1.0
1772565781834402870,179.795036672,-0.034587107598781586,0.0,0.0,0.0,0.0,-1.0
1772565781841645789,179.80227968,-0.03818507865071297,0.0,0.0,0.0,0.0,-1.0
1772565781849371882,179.81000576,-0.041365429759025574,0.0,0.0,0.0,0.0,-1.0
1772565781857857525,179.818491392,-0.04470640420913696,0.0,0.0,0.0,0.0,-1.0
1772565781865662948,179.826296832,-0.04913961887359619,0.0,0.0,0.0,0.0,-1.0
1772565781873024055,179.833657856,-0.05778117477893829,0.0,0.0,0.0,0.0,-1.0
1772565781873388415,179.834022144,-0.05778117477893829,0.0,0.0,0.0,0.0,-1.0
1772565781881626135,179.842259968,-0.07002070546150208,0.0,0.0,0.0,0.0,-1.0
1772565781882049302,179.842683136,-0.07002070546150208,0.0,0.0,0.0,0.0,-1.0
1772565781890099572,179.850733312,-0.08078249543905258,0.0,0.0,0.0,0.0,-1.0
1772565781890523248,179.851156992,-0.08078249543905258,0.0,0.0,0.0,0.0,-1.0
1772565781897839616,179.858473472,-0.09617024660110474,0.0,0.0,0.0,0.0,-1.0
1772565781905434427,179.866068224,-0.1130678653717041,0.0,0.0,0.0,0.0,-1.0
1772565781914067229,179.874701056,-0.13231058418750763,0.0,0.0,0.0,0.0,-1.0
1772565781921499035,179.882132992,-0.1543160378932953,0.0,0.0,0.0,0.0,-1.0
1772565781930168229,179.890802176,-0.17873084545135498,0.0,0.0,0.0,0.0,-1.0
1772565781937521265,179.898155008,-0.2039487659931183,0.0,0.0,0.0,0.0,-1.0
1772565781946319376,179.906953216,-0.22948794066905975,0.0,0.0,0.0,0.0,-1.0
1772565781953570512,179.914204416,-0.25769346952438354,0.0,0.0,0.0,0.0,-1.0
1772565781961201789,179.92183552,-0.2921954393386841,0.0,0.0,0.0,0.0,-1.0
1772565781969952951,179.93058688,-0.32531607151031494,0.0,0.0,0.0,0.0,-1.0
1772565781980449718,179.941083648,-0.359239786863327,0.0,0.0,0.0,0.0,-1.0
1772565781985193703,179.945827584,-0.3989138603210449,0.0,0.0,0.0,0.0,-1.0
1772565781993893282,179.954527232,-0.44045114517211914,0.0,0.0,0.0,0.0,-1.0
1772565782001377114,179.96201088,-0.6676052212715149,0.0,0.0,0.0,0.0,-1.0
1772565782009850493,179.970484224,-0.6778851747512817,0.0,0.0,0.0,0.0,-1.0
1772565782018200788,179.978834688,-0.6962926387786865,0.0,0.0,0.0,0.0,-1.0
1772565782027817027,179.988450816,-0.721092939376831,0.0,0.0,0.0,0.0,-1.0
1772565782033110092,179.993743872,-0.7529928088188171,0.0,0.0,0.0,0.0,-1.0
1772565782043755441,180.004389376,-0.7886834144592285,0.0,0.0,0.0,0.0,-1.0
1772565782049167837,180.009801728,-0.8288393616676331,0.0,0.0,0.0,0.0,-1.0
1772565782057701843,180.018335744,-1.0,0.0,0.0,0.0,0.0,-1.0
1772565782081795377,180.042429184,-1.0,0.0,0.0,0.0,0.0,-1.0
1772565782090470474,180.051104256,-1.0,0.0,0.0,0.0,0.0,-1.0
1772565782097909393,180.05854336,-1.0,0.0,0.0,0.0,0.0,-1.0
1772565782106815768,180.0674496,-1.0,0.0,0.0,0.0,0.0,-1.0
1772565782113347717,180.073981696,-1.0,0.0,0.0,0.0,0.0,-1.0
1772565782129531564,180.090165504,-1.0,0.0,0.0,0.0,0.0,-1.0
1772565782137949119,180.09858304,-1.0,0.0,0.0,0.0,0.0,-1.0
1772565782187010997,180.147644928,-1.0,0.0,0.0,0.0,0.0,-1.0
1772565782235693255,180.196327168,-1.0,0.0,0.0,0.0,0.0,-1.0
1772565782314306571,180.274940416,-1.0,0.0,0.0,0.0,0.0,-1.0
1772565782365835695,180.326469632,-1.0,0.0,0.0,0.0,0.0,-1.0
1772565782414790683,180.375424512,-1.0,0.0,0.0,0.0,0.0,-1.0
1772565782465163327,180.42579712,-1.0,0.0,0.0,0.0,0.0,-1.0
1772565782473364112,180.43399808,-1.0,0.0,0.0,0.0,0.0,-1.0
1772565782474075184,180.434708992,-1.0,0.0,0.0,0.0,0.0,-0.996562659740448
1772565782481861406,180.442495232,-1.0,0.0,0.0,0.0,0.0,-0.996562659740448
1772565782482243203,180.442877184,-1.0,0.0,0.0,0.0,0.0,-0.9912620782852173
1772565782489894201,180.450528,-1.0,0.0,0.0,0.0,0.0,-0.9912620782852173
1772565782490208611,180.450842368,-1.0,0.0,0.0,0.0,0.0,-0.9837127327919006
1772565782497597416,180.458231296,-1.0,0.0,0.0,0.0,0.0,-0.9724048376083374
1772565782507216618,180.467850496,-1.0,0.0,0.0,0.0,0.0,-0.9559248089790344
1772565782513713872,180.474347776,-1.0,0.0,0.0,0.0,0.0,-0.9335339069366455
1772565782523275449,180.483909376,-1.0,0.0,0.0,0.0,0.0,-0.9081874489784241
1772565782523762811,180.484396544,-1.0,0.0,0.0,0.0,0.0,-0.9081874489784241
1772565782529736794,180.49037056,-1.0,0.0,0.0,0.0,0.0,-0.8794679045677185
1772565782530431200,180.491065088,-1.0,0.0,0.0,0.0,0.0,-0.8794679045677185
1772565782537155005,180.497788928,-1.0,0.0,0.0,0.0,0.0,-0.8478571772575378
1772565782537790388,180.49842432,-1.0,0.0,0.0,0.0,0.0,-0.8478571772575378
1772565782545615738,180.506249472,-1.0,0.0,0.0,0.0,0.0,-0.8139334321022034
1772565782553210796,180.513844736,-1.0,0.0,0.0,0.0,0.0,-0.7816802263259888
1772565782561827322,180.522461184,-1.0,0.0,0.0,0.0,0.0,-0.7489772439002991
1772565782562229679,180.522863616,-1.0,0.0,0.0,0.0,0.0,-0.7489772439002991
1772565782570278619,180.530912512,-1.0,0.0,0.0,0.0,0.0,-0.718876302242279
1772565782570713477,180.531347456,-1.0,0.0,0.0,0.0,0.0,-0.718876302242279
1772565782577699796,180.538333696,-1.0,0.0,0.0,0.0,0.0,-0.6906386613845825
1772565782578068709,180.538702592,-1.0,0.0,0.0,0.0,0.0,-0.6906386613845825
1772565782587292336,180.547926272,-1.0,0.0,0.0,0.0,0.0,-0.6646818518638611
1772565782587656999,180.548290816,-1.0,0.0,0.0,0.0,0.0,-0.6646818518638611
1772565782593472436,180.554106368,-1.0,0.0,0.0,0.0,0.0,-0.6403634548187256
1772565782593776054,180.554409984,-1.0,0.0,0.0,0.0,0.0,-0.6403634548187256
1772565782602199247,180.562833152,-1.0,0.0,0.0,0.0,0.0,-0.6181331276893616
1772565782602564348,180.563198208,-1.0,0.0,0.0,0.0,0.0,-0.6181331276893616
1772565782609541415,180.570175232,-1.0,0.0,0.0,0.0,0.0,-0.5964167714118958
1772565782609911429,180.570545408,-1.0,0.0,0.0,0.0,0.0,-0.5964167714118958
1772565782617894316,180.578528256,-1.0,0.0,0.0,0.0,0.0,-0.575664222240448
1772565782618236383,180.578870272,-1.0,0.0,0.0,0.0,0.0,-0.575664222240448
1772565782625424748,180.586058496,-1.0,0.0,0.0,0.0,0.0,-0.5556825995445251
1772565782634169680,180.594803456,-1.0,0.0,0.0,0.0,0.0,-0.5351548790931702
1772565782634597707,180.595231488,-1.0,0.0,0.0,0.0,0.0,-0.5351548790931702
1772565782641384427,180.602018304,-1.0,0.0,0.0,0.0,0.0,-0.5135670900344849
1772565782641738557,180.602372352,-1.0,0.0,0.0,0.0,0.0,-0.5135670900344849
1772565782650090997,180.610724864,-1.0,0.0,0.0,0.0,0.0,-0.4915294945240021
1772565782650462088,180.611096064,-1.0,0.0,0.0,0.0,0.0,-0.4915294945240021
1772565782657488793,180.618122752,-1.0,0.0,0.0,0.0,0.0,-0.46990954875946045
1772565782657790096,180.618424064,-1.0,0.0,0.0,0.0,0.0,-0.46990954875946045
1772565782666207349,180.626841088,-1.0,0.0,0.0,0.0,0.0,-0.4482574760913849
1772565782666842077,180.627475968,-1.0,0.0,0.0,0.0,0.0,-0.4482574760913849
1772565782673940469,180.634574336,-1.0,0.0,0.0,0.0,0.0,-0.42715150117874146
1772565782674398646,180.635032576,-1.0,0.0,0.0,0.0,0.0,-0.42715150117874146
1772565782681471361,180.642105344,-1.0,0.0,0.0,0.0,0.0,-0.40688079595565796
1772565782690187757,180.650821632,-1.0,0.0,0.0,0.0,0.0,-0.3888587951660156
1772565782690463895,180.651097856,-1.0,0.0,0.0,0.0,0.0,-0.3888587951660156
1772565782697719648,180.658353408,-1.0,0.0,0.0,0.0,0.0,-0.3730534315109253
1772565782709403771,180.670037504,-1.0,0.0,0.0,0.0,0.0,-0.35959315299987793
1772565782711991657,180.672625408,-1.0,0.0,0.0,0.0,0.0,-0.35959315299987793
1772565782713278509,180.67391232,-1.0,0.0,0.0,0.0,0.0,-0.3488313853740692
1772565782723610264,180.684244224,-1.0,0.0,0.0,0.0,0.0,-0.34022194147109985
1772565782730239694,180.6908736,-1.0,0.0,0.0,0.0,0.0,-0.33334726095199585
1772565782739805138,180.70043904,-1.0,0.0,0.0,0.0,0.0,-0.3278539180755615
1772565782745122341,180.70575616,-1.0,0.0,0.0,0.0,0.0,-0.32425594329833984
1772565782753726895,180.714360832,-1.0,0.0,0.0,0.0,0.0,-0.32390257716178894
1772565782761356408,180.721990144,-1.0,0.0,0.0,0.0,0.0,-0.3281751573085785
1772565782769888899,180.73052288,-1.0,0.0,0.0,0.0,0.0,-0.34002920985221863
1772565782777291035,180.737924864,-1.0,0.0,0.0,0.0,0.0,-0.35705530643463135
1772565782786681987,180.747315968,-1.0,0.0,0.0,0.0,0.0,-0.38121312856674194
1772565782793422492,180.754056448,-1.0,0.0,0.0,0.0,0.0,-0.41083213686943054
1772565782802012758,180.762646528,-1.0,0.0,0.0,0.0,0.0,-0.4483538269996643
1772565782802372870,180.76300672,-1.0,0.0,0.0,0.0,0.0,-0.4483538269996643
1772565782809395680,180.770029568,-1.0,0.0,0.0,0.0,0.0,-0.674319326877594
1772565782809832371,180.770466304,-1.0,0.0,0.0,0.0,0.0,-0.674319326877594
1772565782817526390,180.778160128,-1.0,0.0,0.0,0.0,0.0,-0.6916024088859558
1772565782817854515,180.77848832,-1.0,0.0,0.0,0.0,0.0,-0.6916024088859558
1772565782826081491,180.786715392,-1.0,0.0,0.0,0.0,0.0,-0.7226670384407043
1772565782826510568,180.787144448,-1.0,0.0,0.0,0.0,0.0,-0.7226670384407043
1772565782833603778,180.794237696,-1.0,0.0,0.0,0.0,0.0,-0.9457412958145142
1772565782834174571,180.79480832,-1.0,0.0,0.0,0.0,0.0,-0.9457412958145142
1772565782842072127,180.80270592,-1.0,0.0,0.0,0.0,0.0,-1.0
1772565782842430547,180.80306432,-1.0,0.0,0.0,0.0,0.0,-1.0
1772565782850033014,180.810666752,-1.0,0.0,0.0,0.0,0.0,-1.0
1772565782857605621,180.818239488,-1.0,0.0,0.0,0.0,0.0,-1.0
1772565782866073392,180.8267072,-1.0,0.0,0.0,0.0,0.0,-1.0
1772565782873535592,180.834169344,-1.0,0.0,0.0,0.0,0.0,-1.0
1772565782890038652,180.850672384,-1.0,0.0,0.0,0.0,0.0,-1.0
1772565782897306071,180.857939968,-1.0,0.0,0.0,0.0,0.0,-1.0
1772565782945571498,180.90620544,-1.0,0.0,0.0,0.0,0.0,-1.0
1772565783010137240,180.9707712,-1.0,0.0,0.0,0.0,0.0,-1.0
1772565783061858052,181.022491904,-1.0,0.0,0.0,0.0,0.0,-1.0
1772565783161634299,181.12226816,-1.0,0.0,0.0,0.0,0.0,-1.0
1772565783211681243,181.172315136,-1.0,0.0,0.0,0.0,0.0,-1.0
1772565783262047031,181.222680832,-1.0,0.0,0.0,0.0,0.0,-1.0
1772565783282264069,181.24289792,-0.9866361021995544,0.0,0.0,0.0,0.0,-1.0
1772565783282772598,181.243406336,-0.9866361021995544,0.0,0.0,0.0,0.0,-1.0
1772565783289344941,181.24997888,-0.9553465843200684,0.0,0.0,0.0,0.0,-1.0
1772565783289697676,181.250331648,-0.9553465843200684,0.0,0.0,0.0,0.0,-1.0
1772565783299956557,181.260590336,-0.9553465843200684,0.0,0.0,0.0,0.0,-1.0
1772565783300388705,181.261022464,-0.680069625377655,0.0,0.0,0.0,0.0,-1.0
1772565783305532206,181.266166016,-0.680069625377655,0.0,0.0,0.0,0.0,-1.0
1772565783306028669,181.2666624,-0.6412308216094971,0.0,0.0,0.0,0.0,-1.0
1772565783316669196,181.27730304,-0.2976566553115845,0.0,0.0,0.0,0.0,-1.0
1772565783321426890,181.2820608,-0.26511427760124207,0.0,0.0,0.0,0.0,-1.0
1772565783329949627,181.290583552,-0.0,0.0,0.0,0.0,0.0,-1.0
1772565783362457324,181.3230912,0.0004385027859825641,0.0,0.0,0.0,0.0,-1.0
1772565783369955358,181.330589184,0.25788623094558716,0.0,0.0,0.0,0.0,-1.0
1772565783378221303,181.338855168,0.2749123275279999,0.0,0.0,0.0,0.0,-1.0
1772565783385740511,181.3463744,0.30019450187683105,0.0,0.0,0.0,0.0,-1.0
1772565783396287135,181.356921088,0.33077725768089294,0.0,0.0,0.0,0.0,-1.0
1772565783401769978,181.36240384,0.36100664734840393,0.0,0.0,0.0,0.0,-1.0
1772565783409276777,181.369910528,0.39171791076660156,0.0,0.0,0.0,0.0,-1.0
1772565783417332178,181.37796608,0.4205980598926544,0.0,0.0,0.0,0.0,-1.0
1772565783425740181,181.386374144,0.44565534591674805,0.0,0.0,0.0,0.0,-1.0
1772565783433371688,181.394005504,0.46769294142723083,0.0,0.0,0.0,0.0,-1.0
1772565783441899915,181.402533888,0.48648589849472046,0.0,0.0,0.0,0.0,-1.0
1772565783449281460,181.409915392,0.5017130374908447,0.0,0.0,0.0,0.0,-1.0
1772565783457954727,181.418588672,0.5138882994651794,0.0,0.0,0.0,0.0,-1.0
1772565783465314571,181.425948416,0.5242325067520142,0.0,0.0,0.0,0.0,-1.0
1772565783474526222,181.435160064,0.5324885249137878,0.0,0.0,0.0,0.0,-1.0
1772565783481645140,181.442278912,0.5391062498092651,0.0,0.0,0.0,0.0,-1.0
1772565783490363646,181.450997504,0.5447923541069031,0.0,0.0,0.0,0.0,-1.0
1772565783497753920,181.458387712,0.5505105257034302,0.0,0.0,0.0,0.0,-1.0
1772565783505191627,181.465825536,0.556839108467102,0.0,0.0,0.0,0.0,-1.0
1772565783513657540,181.474291456,0.564838171005249,0.0,0.0,0.0,0.0,-1.0
1772565783521620724,181.482254592,0.5726123452186584,0.0,0.0,0.0,0.0,-1.0
1772565783530012730,181.490646528,0.5796155333518982,0.0,0.0,0.0,0.0,-1.0
1772565783537349253,181.497983232,0.5855907797813416,0.0,0.0,0.0,0.0,-1.0
1772565783546210165,181.506843904,0.5909556150436401,0.0,0.0,0.0,0.0,-1.0
1772565783553283082,181.513916928,0.5960313081741333,0.0,0.0,0.0,0.0,-1.0
1772565783561848638,181.522482432,0.6002717614173889,0.0,0.0,0.0,0.0,-1.0
1772565783569402479,181.530036224,0.6042552590370178,0.0,0.0,0.0,0.0,-1.0
1772565783578070398,181.538704128,0.6072428226470947,0.0,0.0,0.0,0.0,-1.0
1772565783586449623,181.54708352,0.6092666983604431,0.0,0.0,0.0,0.0,-1.0
1772565783593659061,181.554292992,0.6112584471702576,0.0,0.0,0.0,0.0,-1.0
1772565783601803754,181.562437632,0.6134428977966309,0.0,0.0,0.0,0.0,-1.0
1772565783609712680,181.570346496,0.6151776313781738,0.0,0.0,0.0,0.0,-1.0
1772565783617178178,181.577811968,0.616783857345581,0.0,0.0,0.0,0.0,-1.0
1772565783633323489,181.593957376,0.6185828447341919,0.0,0.0,0.0,0.0,-1.0
1772565783650056926,181.610690816,0.6198999881744385,0.0,0.0,0.0,0.0,-1.0
1772565783658214458,181.618848256,0.6225020885467529,0.0,0.0,0.0,0.0,-1.0
1772565783666400371,181.627034112,0.6225020885467529,0.0,0.0,0.0,0.0,-1.0
1772565783666494951,181.627128832,0.626517653465271,0.0,0.0,0.0,0.0,-1.0
1772565783674148374,181.634782208,0.626517653465271,0.0,0.0,0.0,0.0,-1.0
1772565783674503556,181.635137536,0.6316576600074768,0.0,0.0,0.0,0.0,-1.0
1772565783681215270,181.641849088,0.6316576600074768,0.0,0.0,0.0,0.0,-1.0
1772565783681591470,181.642225408,0.6377292275428772,0.0,0.0,0.0,0.0,-1.0
1772565783689804869,181.650438656,0.6377292275428772,0.0,0.0,0.0,0.0,-1.0
1772565783690170536,181.65080448,0.6431583166122437,0.0,0.0,0.0,0.0,-1.0
1772565783697403824,181.65803776,0.6431583166122437,0.0,0.0,0.0,0.0,-1.0
1772565783697797891,181.658431744,0.6474951505661011,0.0,0.0,0.0,0.0,-1.0
1772565783709143747,181.669777664,0.6474951505661011,0.0,0.0,0.0,0.0,-1.0
1772565783709470522,181.67010432,0.6511573791503906,0.0,0.0,0.0,0.0,-1.0
1772565783713322228,181.673956096,0.6511573791503906,0.0,0.0,0.0,0.0,-1.0
1772565783713659443,181.674293248,0.6543055772781372,0.0,0.0,0.0,0.0,-1.0
1772565783722150286,181.682784256,0.6568112969398499,0.0,0.0,0.0,0.0,-1.0
1772565783729661699,181.690295552,0.6568112969398499,0.0,0.0,0.0,0.0,-1.0
1772565783730295373,181.690929152,0.6589958071708679,0.0,0.0,0.0,0.0,-1.0
1772565783737860263,181.698494208,0.6589958071708679,0.0,0.0,0.0,0.0,-1.0
1772565783738256931,181.698890752,0.6607626676559448,0.0,0.0,0.0,0.0,-1.0
1772565783745513362,181.706147328,0.6621761322021484,0.0,0.0,0.0,0.0,-1.0
1772565783761583359,181.722217216,0.6643606424331665,0.0,0.0,0.0,0.0,-1.0
1772565783770265294,181.7308992,0.6643606424331665,0.0,0.0,0.0,0.0,-1.0
1772565783777642244,181.738276096,0.6654207706451416,0.0,0.0,0.0,0.0,-1.0
1772565783793868065,181.754501888,0.6654207706451416,0.0,0.0,0.0,0.0,-1.0
1772565783845515240,181.80614912,0.6654207706451416,0.0,0.0,0.0,0.0,-1.0
1772565783896100963,181.85673472,0.6654207706451416,0.0,0.0,0.0,0.0,-1.0
1772565783937962961,181.898596864,0.6654207706451416,0.0,0.0,0.0,0.0,-1.0
1772565783938655685,181.8992896,0.6674767136573792,0.0,0.0,0.0,0.0,-1.0
1772565784038754739,181.999388672,0.6674767136573792,0.0,0.0,0.0,0.0,-1.0
1772565784050069550,182.01070336,0.6674767136573792,0.0,0.0,0.0,0.0,-1.0
1772565784050488243,182.011122176,0.6685047149658203,0.0,0.0,0.0,0.0,-1.0
1772565784100929570,182.061563392,0.6685047149658203,0.0,0.0,0.0,0.0,-1.0
1772565784200966613,182.161600512,0.6685047149658203,0.0,0.0,0.0,0.0,-1.0
1772565784250931897,182.211565824,0.6685047149658203,0.0,0.0,0.0,0.0,-1.0
1772565784257207951,182.21784192,0.6643285155296326,0.0,0.0,0.0,0.0,-1.0
1772565784265693444,182.226327296,0.6570683121681213,0.0,0.0,0.0,0.0,-1.0
1772565784273460921,182.234094848,0.6469811201095581,0.0,0.0,0.0,0.0,-1.0
1772565784283859906,182.244493824,0.6252326965332031,0.0,0.0,0.0,0.0,-1.0
1772565784289351687,182.249985536,0.5844663977622986,0.0,0.0,0.0,0.0,-1.0
1772565784298137442,182.2587712,0.5844663977622986,0.0,0.0,0.0,0.0,-1.0
1772565784298830183,182.259463936,0.2875373661518097,0.0,0.0,0.0,0.0,-1.0
1772565784305534759,182.266168576,0.2875373661518097,0.0,0.0,0.0,0.0,-1.0
1772565784306032187,182.266665984,0.2533566355705261,0.0,0.0,0.0,0.0,-1.0
1772565784313853795,182.274487552,0.2533566355705261,0.0,0.0,0.0,0.0,-1.0
1772565784314305444,182.274939392,-0.0,0.0,0.0,0.0,0.0,-1.0
1772565784321383413,182.28201728,-0.0,0.0,0.0,0.0,0.0,-1.0
1772565784347961762,182.308595712,-0.20462338626384735,0.0,0.0,0.0,0.0,-1.0
1772565784353329475,182.313963264,-0.22736771404743195,0.0,0.0,0.0,0.0,-1.0
1772565784363767206,182.324401152,-0.4433102607727051,0.0,0.0,0.0,0.0,-1.0
1772565784369446356,182.330080256,-0.46460896730422974,0.0,0.0,0.0,0.0,-1.0
1772565784378097956,182.338731776,-0.6996335983276367,0.0,0.0,0.0,0.0,-1.0
1772565784385574058,182.346208,-0.7372838258743286,0.0,0.0,0.0,0.0,-1.0
1772565784393399996,182.35403392,-1.0,0.0,0.0,0.0,0.0,-1.0
1772565784418208809,182.378842624,-1.0,0.0,0.0,0.0,0.0,-1.0
1772565784425771061,182.386404864,-1.0,0.0,0.0,0.0,0.0,-1.0
1772565784433256885,182.393890816,-1.0,0.0,0.0,0.0,0.0,-1.0
1772565784449122711,182.409756672,-1.0,0.0,0.0,0.0,0.0,-1.0
1772565784458322220,182.418956032,-1.0,0.0,0.0,0.0,0.0,-1.0
1772565784513476233,182.474110208,-1.0,0.0,0.0,0.0,0.0,-1.0
1772565784570314816,182.530948608,-1.0,0.0,0.0,0.0,0.0,-1.0
1772565784668240245,182.628873984,-1.0,0.0,0.0,0.0,0.0,-1.0
1772565784718590382,182.67922432,-1.0,0.0,0.0,0.0,0.0,-1.0
1772565784787510953,182.748144896,-1.0,0.0,0.0,0.0,0.0,-1.0
1772565784837109865,182.797743616,-1.0,0.0,0.0,0.0,0.0,-1.0
1772565784887082606,182.847716352,-1.0,0.0,0.0,0.0,0.0,-1.0
1772565784988685435,182.949319168,-1.0,0.0,0.0,0.0,0.0,-1.0
1772565785043018169,183.003652096,-1.0,0.0,0.0,0.0,0.0,-1.0
1772565785140109117,183.100742912,-1.0,0.0,0.0,0.0,0.0,-1.0
1772565785239784599,183.20041856,-1.0,0.0,0.0,0.0,0.0,-1.0
1772565785290577951,183.251211776,-1.0,0.0,0.0,0.0,0.0,-1.0
1772565785341232611,183.301866496,-1.0,0.0,0.0,0.0,0.0,-1.0
1772565785392122512,183.35275648,-1.0,0.0,0.0,0.0,0.0,-1.0
1772565785442251911,183.402885888,-1.0,0.0,0.0,0.0,0.0,-1.0
1772565785494735181,183.45536896,-1.0,0.0,0.0,0.0,0.0,-1.0
1772565785594776094,183.55540992,-1.0,0.0,0.0,0.0,0.0,-1.0
1772565785645095457,183.60572928,-1.0,0.0,0.0,0.0,0.0,-1.0
1772565785695319753,183.655953664,-1.0,0.0,0.0,0.0,0.0,-1.0
1772565785738226860,183.6988608,-0.9917117953300476,0.0,0.0,0.0,0.0,-1.0
1772565785745732047,183.706365952,-0.9694493412971497,0.0,0.0,0.0,0.0,-1.0
